iso3,date,year,month,target
NAM,2014-04-30,2014,4,1
NAM,2014-05-31,2014,5,1
NAM,2014-06-30,2014,6,1
NAM,2014-07-31,2014,7,1
NAM,2014-08-31,2014,8,1
NAM,2014-09-30,2014,9,1
NAM,2014-10-31,2014,10,1
NAM,2014-11-30,2014,11,1
NAM,2014-12-31,2014,12,1
NAM,2015-01-31,2015,1,0
NAM,2015-02-28,2015,2,0
NAM,2015-03-31,2015,3,0
NAM,2015-04-30,2015,4,0
NAM,2015-05-31,2015,5,0
NAM,2015-06-30,2015,6,0
NAM,2015-07-31,2015,7,0
NAM,2015-08-31,2015,8,0
NAM,2015-09-30,2015,9,0
NAM,2015-10-31,2015,10,0
NAM,2015-11-30,2015,11,0
NAM,2015-12-31,2015,12,0
NAM,2016-01-31,2016,1,0
NAM,2016-02-29,2016,2,0
NAM,2016-03-31,2016,3,0
NAM,2016-04-30,2016,4,0
NAM,2016-05-31,2016,5,0
NAM,2016-06-30,2016,6,0
NAM,2016-07-31,2016,7,0
NAM,2016-08-31,2016,8,0
NAM,2016-09-30,2016,9,0
NAM,2016-10-31,2016,10,0
NAM,2016-11-30,2016,11,0
NAM,2016-12-31,2016,12,0
NCL,1990-01-31,1990,1,0
NCL,1990-02-28,1990,2,0
NCL,1990-03-31,1990,3,0
NCL,1990-04-30,1990,4,0
NCL,1990-05-31,1990,5,0
NCL,1990-06-30,1990,6,0
NCL,1990-07-31,1990,7,0
NCL,1990-08-31,1990,8,0
NCL,1990-09-30,1990,9,0
NCL,1990-10-31,1990,10,0
NCL,1990-11-30,1990,11,0
NCL,1990-12-31,1990,12,0
NCL,1991-01-31,1991,1,0
NCL,1991-02-28,1991,2,0
NCL,1991-03-31,1991,3,0
NCL,1991-04-30,1991,4,0
NCL,1991-05-31,1991,5,0
NCL,1991-06-30,1991,6,0
NCL,1991-07-31,1991,7,0
NCL,1991-08-31,1991,8,0
NCL,1991-09-30,1991,9,0
NCL,1991-10-31,1991,10,0
NCL,1991-11-30,1991,11,0
NCL,1991-12-31,1991,12,0
NCL,1992-01-31,1992,1,0
NCL,1992-02-29,1992,2,0
NCL,1992-03-31,1992,3,0
NCL,1992-04-30,1992,4,0
NCL,1992-05-31,1992,5,0
NCL,1992-06-30,1992,6,0
NCL,1992-07-31,1992,7,0
NCL,1992-08-31,1992,8,0
NCL,1992-09-30,1992,9,0
NCL,1992-10-31,1992,10,0
NCL,1992-11-30,1992,11,0
NCL,1992-12-31,1992,12,0
NCL,1993-01-31,1993,1,0
NCL,1993-02-28,1993,2,0
NCL,1993-03-31,1993,3,0
NCL,1993-04-30,1993,4,0
NCL,1993-05-31,1993,5,0
NCL,1993-06-30,1993,6,0
NCL,1993-07-31,1993,7,0
NCL,1993-08-31,1993,8,0
NCL,1993-09-30,1993,9,0
NCL,1993-10-31,1993,10,0
NCL,1993-11-30,1993,11,0
NCL,1993-12-31,1993,12,0
NCL,1994-01-31,1994,1,0
NCL,1994-02-28,1994,2,0
NCL,1994-03-31,1994,3,0
NCL,1994-04-30,1994,4,0
NCL,1994-05-31,1994,5,0
NCL,1994-06-30,1994,6,0
NCL,1994-07-31,1994,7,0
NCL,1994-08-31,1994,8,0
NCL,1994-09-30,1994,9,0
NCL,1994-10-31,1994,10,0
NCL,1994-11-30,1994,11,0
NCL,1994-12-31,1994,12,0
NCL,1995-01-31,1995,1,0
NCL,1995-02-28,1995,2,0
NCL,1995-03-31,1995,3,0
NCL,1995-04-30,1995,4,0
NCL,1995-05-31,1995,5,0
NCL,1995-06-30,1995,6,0
NCL,1995-07-31,1995,7,0
NCL,1995-08-31,1995,8,0
NCL,1995-09-30,1995,9,0
NCL,1995-10-31,1995,10,0
NCL,1995-11-30,1995,11,0
NCL,1995-12-31,1995,12,0
NCL,1996-01-31,1996,1,0
NCL,1996-02-29,1996,2,0
NCL,1996-03-31,1996,3,0
NCL,1996-04-30,1996,4,0
NCL,1996-05-31,1996,5,0
NCL,1996-06-30,1996,6,0
NCL,1996-07-31,1996,7,0
NCL,1996-08-31,1996,8,0
NCL,1996-09-30,1996,9,0
NCL,1996-10-31,1996,10,0
NCL,1996-11-30,1996,11,0
NCL,1996-12-31,1996,12,0
NCL,1997-01-31,1997,1,0
NCL,1997-02-28,1997,2,0
NCL,1997-03-31,1997,3,0
NCL,1997-04-30,1997,4,0
NCL,1997-05-31,1997,5,0
NCL,1997-06-30,1997,6,0
NCL,1997-07-31,1997,7,0
NCL,1997-08-31,1997,8,0
NCL,1997-09-30,1997,9,0
NCL,1997-10-31,1997,10,0
NCL,1997-11-30,1997,11,0
NCL,1997-12-31,1997,12,0
NCL,1998-01-31,1998,1,0
NCL,1998-02-28,1998,2,0
NCL,1998-03-31,1998,3,0
NCL,1998-04-30,1998,4,0
NCL,1998-05-31,1998,5,0
NCL,1998-06-30,1998,6,0
NCL,1998-07-31,1998,7,0
NCL,1998-08-31,1998,8,0
NCL,1998-09-30,1998,9,0
NCL,1998-10-31,1998,10,0
NCL,1998-11-30,1998,11,0
NCL,1998-12-31,1998,12,0
NCL,1999-01-31,1999,1,0
NCL,1999-02-28,1999,2,0
NCL,1999-03-31,1999,3,0
NCL,1999-04-30,1999,4,0
NCL,1999-05-31,1999,5,0
NCL,1999-06-30,1999,6,0
NCL,1999-07-31,1999,7,0
NCL,1999-08-31,1999,8,0
NCL,1999-09-30,1999,9,0
NCL,1999-10-31,1999,10,0
NCL,1999-11-30,1999,11,0
NCL,1999-12-31,1999,12,0
NCL,2000-01-31,2000,1,0
NCL,2000-02-29,2000,2,0
NCL,2000-03-31,2000,3,0
NCL,2000-04-30,2000,4,0
NCL,2000-05-31,2000,5,0
NCL,2000-06-30,2000,6,0
NCL,2000-07-31,2000,7,0
NCL,2000-08-31,2000,8,0
NCL,2000-09-30,2000,9,0
NCL,2000-10-31,2000,10,0
NCL,2000-11-30,2000,11,0
NCL,2000-12-31,2000,12,0
NCL,2001-01-31,2001,1,0
NCL,2001-02-28,2001,2,0
NCL,2001-03-31,2001,3,0
NCL,2001-04-30,2001,4,0
NCL,2001-05-31,2001,5,0
NCL,2001-06-30,2001,6,0
NCL,2001-07-31,2001,7,0
NCL,2001-08-31,2001,8,0
NCL,2001-09-30,2001,9,0
NCL,2001-10-31,2001,10,0
NCL,2001-11-30,2001,11,0
NCL,2001-12-31,2001,12,0
NCL,2002-01-31,2002,1,0
NCL,2002-02-28,2002,2,0
NCL,2002-03-31,2002,3,0
NCL,2002-04-30,2002,4,0
NCL,2002-05-31,2002,5,0
NCL,2002-06-30,2002,6,0
NCL,2002-07-31,2002,7,0
NCL,2002-08-31,2002,8,0
NCL,2002-09-30,2002,9,0
NCL,2002-10-31,2002,10,0
NCL,2002-11-30,2002,11,0
NCL,2002-12-31,2002,12,0
NCL,2003-01-31,2003,1,0
NCL,2003-02-28,2003,2,0
NCL,2003-03-31,2003,3,0
NCL,2003-04-30,2003,4,0
NCL,2003-05-31,2003,5,0
NCL,2003-06-30,2003,6,0
NCL,2003-07-31,2003,7,0
NCL,2003-08-31,2003,8,0
NCL,2003-09-30,2003,9,0
NCL,2003-10-31,2003,10,0
NCL,2003-11-30,2003,11,0
NCL,2003-12-31,2003,12,0
NCL,2004-01-31,2004,1,0
NCL,2004-02-29,2004,2,0
NCL,2004-03-31,2004,3,0
NCL,2004-04-30,2004,4,0
NCL,2004-05-31,2004,5,0
NCL,2004-06-30,2004,6,0
NCL,2004-07-31,2004,7,0
NCL,2004-08-31,2004,8,0
NCL,2004-09-30,2004,9,0
NCL,2004-10-31,2004,10,0
NCL,2004-11-30,2004,11,0
NCL,2004-12-31,2004,12,0
NCL,2005-01-31,2005,1,0
NCL,2005-02-28,2005,2,0
NCL,2005-03-31,2005,3,0
NCL,2005-04-30,2005,4,0
NCL,2005-05-31,2005,5,0
NCL,2005-06-30,2005,6,0
NCL,2005-07-31,2005,7,0
NCL,2005-08-31,2005,8,0
NCL,2005-09-30,2005,9,0
NCL,2005-10-31,2005,10,0
NCL,2005-11-30,2005,11,0
NCL,2005-12-31,2005,12,0
NCL,2006-01-31,2006,1,0
NCL,2006-02-28,2006,2,0
NCL,2006-03-31,2006,3,0
NCL,2006-04-30,2006,4,0
NCL,2006-05-31,2006,5,0
NCL,2006-06-30,2006,6,0
NCL,2006-07-31,2006,7,0
NCL,2006-08-31,2006,8,0
NCL,2006-09-30,2006,9,0
NCL,2006-10-31,2006,10,0
NCL,2006-11-30,2006,11,0
NCL,2006-12-31,2006,12,0
NCL,2007-01-31,2007,1,0
NCL,2007-02-28,2007,2,0
NCL,2007-03-31,2007,3,0
NCL,2007-04-30,2007,4,0
NCL,2007-05-31,2007,5,0
NCL,2007-06-30,2007,6,0
NCL,2007-07-31,2007,7,0
NCL,2007-08-31,2007,8,0
NCL,2007-09-30,2007,9,0
NCL,2007-10-31,2007,10,0
NCL,2007-11-30,2007,11,0
NCL,2007-12-31,2007,12,0
NCL,2008-01-31,2008,1,0
NCL,2008-02-29,2008,2,0
NCL,2008-03-31,2008,3,0
NCL,2008-04-30,2008,4,0
NCL,2008-05-31,2008,5,0
NCL,2008-06-30,2008,6,0
NCL,2008-07-31,2008,7,0
NCL,2008-08-31,2008,8,0
NCL,2008-09-30,2008,9,0
NCL,2008-10-31,2008,10,0
NCL,2008-11-30,2008,11,0
NCL,2008-12-31,2008,12,0
NCL,2009-01-31,2009,1,0
NCL,2009-02-28,2009,2,0
NCL,2009-03-31,2009,3,0
NCL,2009-04-30,2009,4,0
NCL,2009-05-31,2009,5,0
NCL,2009-06-30,2009,6,0
NCL,2009-07-31,2009,7,0
NCL,2009-08-31,2009,8,0
NCL,2009-09-30,2009,9,0
NCL,2009-10-31,2009,10,0
NCL,2009-11-30,2009,11,0
NCL,2009-12-31,2009,12,0
NCL,2010-01-31,2010,1,0
NCL,2010-02-28,2010,2,0
NCL,2010-03-31,2010,3,0
NCL,2010-04-30,2010,4,0
NCL,2010-05-31,2010,5,0
NCL,2010-06-30,2010,6,0
NCL,2010-07-31,2010,7,0
NCL,2010-08-31,2010,8,0
NCL,2010-09-30,2010,9,0
NCL,2010-10-31,2010,10,0
NCL,2010-11-30,2010,11,0
NCL,2010-12-31,2010,12,0
NCL,2011-01-31,2011,1,0
NCL,2011-02-28,2011,2,0
NCL,2011-03-31,2011,3,0
NCL,2011-04-30,2011,4,0
NCL,2011-05-31,2011,5,0
NCL,2011-06-30,2011,6,0
NCL,2011-07-31,2011,7,0
NCL,2011-08-31,2011,8,0
NCL,2011-09-30,2011,9,0
NCL,2011-10-31,2011,10,0
NCL,2011-11-30,2011,11,0
NCL,2011-12-31,2011,12,0
NCL,2012-01-31,2012,1,0
NCL,2012-02-29,2012,2,0
NCL,2012-03-31,2012,3,0
NCL,2012-04-30,2012,4,0
NCL,2012-05-31,2012,5,0
NCL,2012-06-30,2012,6,0
NCL,2012-07-31,2012,7,0
NCL,2012-08-31,2012,8,0
NCL,2012-09-30,2012,9,0
NCL,2012-10-31,2012,10,0
NCL,2012-11-30,2012,11,0
NCL,2012-12-31,2012,12,0
NCL,2013-01-31,2013,1,0
NCL,2013-02-28,2013,2,0
NCL,2013-03-31,2013,3,0
NCL,2013-04-30,2013,4,0
NCL,2013-05-31,2013,5,0
NCL,2013-06-30,2013,6,0
NCL,2013-07-31,2013,7,0
NCL,2013-08-31,2013,8,0
NCL,2013-09-30,2013,9,0
NCL,2013-10-31,2013,10,0
NCL,2013-11-30,2013,11,0
NCL,2013-12-31,2013,12,0
NCL,2014-01-31,2014,1,0
NCL,2014-02-28,2014,2,0
NCL,2014-03-31,2014,3,0
NCL,2014-04-30,2014,4,0
NCL,2014-05-31,2014,5,0
NCL,2014-06-30,2014,6,0
NCL,2014-07-31,2014,7,0
NCL,2014-08-31,2014,8,0
NCL,2014-09-30,2014,9,0
NCL,2014-10-31,2014,10,0
NCL,2014-11-30,2014,11,0
NCL,2014-12-31,2014,12,0
NCL,2015-01-31,2015,1,0
NCL,2015-02-28,2015,2,0
NCL,2015-03-31,2015,3,0
NCL,2015-04-30,2015,4,0
NCL,2015-05-31,2015,5,0
NCL,2015-06-30,2015,6,0
NCL,2015-07-31,2015,7,0
NCL,2015-08-31,2015,8,0
NCL,2015-09-30,2015,9,0
NCL,2015-10-31,2015,10,0
NCL,2015-11-30,2015,11,0
NCL,2015-12-31,2015,12,0
NCL,2016-01-31,2016,1,0
NCL,2016-02-29,2016,2,0
NCL,2016-03-31,2016,3,0
NCL,2016-04-30,2016,4,0
NCL,2016-05-31,2016,5,0
NCL,2016-06-30,2016,6,0
NCL,2016-07-31,2016,7,0
NCL,2016-08-31,2016,8,0
NCL,2016-09-30,2016,9,0
NCL,2016-10-31,2016,10,0
NCL,2016-11-30,2016,11,0
NCL,2016-12-31,2016,12,0
NER,1990-01-31,1990,1,0
NER,1990-02-28,1990,2,0
NER,1990-03-31,1990,3,0
NER,1990-04-30,1990,4,0
NER,1990-05-31,1990,5,0
NER,1990-06-30,1990,6,0
NER,1990-07-31,1990,7,0
NER,1990-08-31,1990,8,0
NER,1990-09-30,1990,9,0
NER,1990-10-31,1990,10,0
NER,1990-11-30,1990,11,0
NER,1990-12-31,1990,12,0
NER,1991-01-31,1991,1,0
NER,1991-02-28,1991,2,0
NER,1991-03-31,1991,3,0
NER,1991-04-30,1991,4,0
NER,1991-05-31,1991,5,0
NER,1991-06-30,1991,6,0
NER,1991-07-31,1991,7,0
NER,1991-08-31,1991,8,0
NER,1991-09-30,1991,9,0
NER,1991-10-31,1991,10,0
NER,1991-11-30,1991,11,0
NER,1991-12-31,1991,12,0
NER,1992-01-31,1992,1,0
NER,1992-02-29,1992,2,0
NER,1992-03-31,1992,3,0
NER,1992-04-30,1992,4,0
NER,1992-05-31,1992,5,0
NER,1992-06-30,1992,6,0
NER,1992-07-31,1992,7,0
NER,1992-08-31,1992,8,0
NER,1992-09-30,1992,9,0
NER,1992-10-31,1992,10,0
NER,1992-11-30,1992,11,0
NER,1992-12-31,1992,12,0
NER,1993-01-31,1993,1,1
NER,1993-02-28,1993,2,1
NER,1993-03-31,1993,3,1
NER,1993-04-30,1993,4,1
NER,1993-05-31,1993,5,1
NER,1993-06-30,1993,6,1
NER,1993-07-31,1993,7,1
NER,1993-08-31,1993,8,1
NER,1993-09-30,1993,9,1
NER,1993-10-31,1993,10,1
NER,1993-11-30,1993,11,1
NER,1993-12-31,1993,12,1
NER,1994-01-31,1994,1,0
NER,1994-02-28,1994,2,0
NER,1994-03-31,1994,3,0
NER,1994-04-30,1994,4,0
NER,1994-05-31,1994,5,0
NER,1994-06-30,1994,6,0
NER,1994-07-31,1994,7,0
NER,1994-08-31,1994,8,0
NER,1994-09-30,1994,9,0
NER,1994-10-31,1994,10,0
NER,1994-11-30,1994,11,0
NER,1994-12-31,1994,12,0
NER,1995-01-31,1995,1,0
NER,1995-02-28,1995,2,0
NER,1995-03-31,1995,3,0
NER,1995-04-30,1995,4,0
NER,1995-05-31,1995,5,0
NER,1995-06-30,1995,6,0
NER,1995-07-31,1995,7,0
NER,1995-08-31,1995,8,0
NER,1995-09-30,1995,9,0
NER,1995-10-31,1995,10,0
NER,1995-11-30,1995,11,0
NER,1995-12-31,1995,12,0
NER,1996-01-31,1996,1,0
NER,1996-02-29,1996,2,0
NER,1996-03-31,1996,3,0
NER,1996-04-30,1996,4,0
NER,1996-05-31,1996,5,0
NER,1996-06-30,1996,6,0
NER,1996-07-31,1996,7,0
NER,1996-08-31,1996,8,0
NER,1996-09-30,1996,9,0
NER,1996-10-31,1996,10,0
NER,1996-11-30,1996,11,0
NER,1996-12-31,1996,12,0
NER,1997-01-31,1997,1,0
NER,1997-02-28,1997,2,0
NER,1997-03-31,1997,3,0
NER,1997-04-30,1997,4,0
NER,1997-05-31,1997,5,0
NER,1997-06-30,1997,6,0
NER,1997-07-31,1997,7,0
NER,1997-08-31,1997,8,0
NER,1997-09-30,1997,9,0
NER,1997-10-31,1997,10,0
NER,1997-11-30,1997,11,0
NER,1997-12-31,1997,12,0
NER,1998-01-31,1998,1,0
NER,1998-02-28,1998,2,0
NER,1998-03-31,1998,3,0
NER,1998-04-30,1998,4,0
NER,1998-05-31,1998,5,0
NER,1998-06-30,1998,6,0
NER,1998-07-31,1998,7,0
NER,1998-08-31,1998,8,0
NER,1998-09-30,1998,9,0
NER,1998-10-31,1998,10,0
NER,1998-11-30,1998,11,0
NER,1998-12-31,1998,12,0
NER,1999-01-31,1999,1,0
NER,1999-02-28,1999,2,0
NER,1999-03-31,1999,3,0
NER,1999-04-30,1999,4,0
NER,1999-05-31,1999,5,0
NER,1999-06-30,1999,6,0
NER,1999-07-31,1999,7,0
NER,1999-08-31,1999,8,0
NER,1999-09-30,1999,9,0
NER,1999-10-31,1999,10,0
NER,1999-11-30,1999,11,0
NER,1999-12-31,1999,12,0
NER,2000-01-31,2000,1,0
NER,2000-02-29,2000,2,0
NER,2000-03-31,2000,3,0
NER,2000-04-30,2000,4,0
NER,2000-05-31,2000,5,0
NER,2000-06-30,2000,6,0
NER,2000-07-31,2000,7,0
NER,2000-08-31,2000,8,0
NER,2000-09-30,2000,9,0
NER,2000-10-31,2000,10,0
NER,2000-11-30,2000,11,0
NER,2000-12-31,2000,12,0
NER,2001-01-31,2001,1,0
NER,2001-02-28,2001,2,0
NER,2001-03-31,2001,3,0
NER,2001-04-30,2001,4,0
NER,2001-05-31,2001,5,0
NER,2001-06-30,2001,6,0
NER,2001-07-31,2001,7,0
NER,2001-08-31,2001,8,0
NER,2001-09-30,2001,9,0
NER,2001-10-31,2001,10,0
NER,2001-11-30,2001,11,0
NER,2001-12-31,2001,12,0
NER,2002-01-31,2002,1,0
NER,2002-02-28,2002,2,0
NER,2002-03-31,2002,3,0
NER,2002-04-30,2002,4,0
NER,2002-05-31,2002,5,0
NER,2002-06-30,2002,6,0
NER,2002-07-31,2002,7,0
NER,2002-08-31,2002,8,0
NER,2002-09-30,2002,9,0
NER,2002-10-31,2002,10,0
NER,2002-11-30,2002,11,0
NER,2002-12-31,2002,12,0
NER,2003-01-31,2003,1,0
NER,2003-02-28,2003,2,0
NER,2003-03-31,2003,3,0
NER,2003-04-30,2003,4,0
NER,2003-05-31,2003,5,0
NER,2003-06-30,2003,6,0
NER,2003-07-31,2003,7,0
NER,2003-08-31,2003,8,0
NER,2003-09-30,2003,9,0
NER,2003-10-31,2003,10,0
NER,2003-11-30,2003,11,0
NER,2003-12-31,2003,12,0
NER,2004-01-31,2004,1,0
NER,2004-02-29,2004,2,0
NER,2004-03-31,2004,3,0
NER,2004-04-30,2004,4,0
NER,2004-05-31,2004,5,0
NER,2004-06-30,2004,6,0
NER,2004-07-31,2004,7,0
NER,2004-08-31,2004,8,0
NER,2004-09-30,2004,9,0
NER,2004-10-31,2004,10,0
NER,2004-11-30,2004,11,0
NER,2004-12-31,2004,12,0
NER,2005-01-31,2005,1,0
NER,2005-02-28,2005,2,0
NER,2005-03-31,2005,3,0
NER,2005-04-30,2005,4,0
NER,2005-05-31,2005,5,0
NER,2005-06-30,2005,6,0
NER,2005-07-31,2005,7,0
NER,2005-08-31,2005,8,0
NER,2005-09-30,2005,9,0
NER,2005-10-31,2005,10,0
NER,2005-11-30,2005,11,0
NER,2005-12-31,2005,12,0
NER,2006-01-31,2006,1,0
NER,2006-02-28,2006,2,0
NER,2006-03-31,2006,3,0
NER,2006-04-30,2006,4,0
NER,2006-05-31,2006,5,0
NER,2006-06-30,2006,6,0
NER,2006-07-31,2006,7,0
NER,2006-08-31,2006,8,0
NER,2006-09-30,2006,9,0
NER,2006-10-31,2006,10,0
NER,2006-11-30,2006,11,0
NER,2006-12-31,2006,12,0
NER,2007-01-31,2007,1,0
NER,2007-02-28,2007,2,0
NER,2007-03-31,2007,3,0
NER,2007-04-30,2007,4,0
NER,2007-05-31,2007,5,0
NER,2007-06-30,2007,6,0
NER,2007-07-31,2007,7,0
NER,2007-08-31,2007,8,0
NER,2007-09-30,2007,9,0
NER,2007-10-31,2007,10,0
NER,2007-11-30,2007,11,0
NER,2007-12-31,2007,12,0
NER,2008-01-31,2008,1,0
NER,2008-02-29,2008,2,0
NER,2008-03-31,2008,3,0
NER,2008-04-30,2008,4,0
NER,2008-05-31,2008,5,0
NER,2008-06-30,2008,6,0
NER,2008-07-31,2008,7,0
NER,2008-08-31,2008,8,0
NER,2008-09-30,2008,9,0
NER,2008-10-31,2008,10,0
NER,2008-11-30,2008,11,0
NER,2008-12-31,2008,12,0
NER,2009-01-31,2009,1,0
NER,2009-02-28,2009,2,0
NER,2009-03-31,2009,3,0
NER,2009-04-30,2009,4,0
NER,2009-05-31,2009,5,0
NER,2009-06-30,2009,6,0
NER,2009-07-31,2009,7,0
NER,2009-08-31,2009,8,0
NER,2009-09-30,2009,9,0
NER,2009-10-31,2009,10,0
NER,2009-11-30,2009,11,0
NER,2009-12-31,2009,12,0
NER,2010-01-31,2010,1,0
NER,2010-02-28,2010,2,0
NER,2010-03-31,2010,3,0
NER,2010-04-30,2010,4,0
NER,2010-05-31,2010,5,0
NER,2010-06-30,2010,6,0
NER,2010-07-31,2010,7,0
NER,2010-08-31,2010,8,0
NER,2010-09-30,2010,9,0
NER,2010-10-31,2010,10,0
NER,2010-11-30,2010,11,0
NER,2010-12-31,2010,12,0
NER,2011-01-31,2011,1,0
NER,2011-02-28,2011,2,0
NER,2011-03-31,2011,3,0
NER,2011-04-30,2011,4,0
NER,2011-05-31,2011,5,0
NER,2011-06-30,2011,6,0
NER,2011-07-31,2011,7,0
NER,2011-08-31,2011,8,0
NER,2011-09-30,2011,9,0
NER,2011-10-31,2011,10,0
NER,2011-11-30,2011,11,0
NER,2011-12-31,2011,12,0
NER,2012-01-31,2012,1,0
NER,2012-02-29,2012,2,0
NER,2012-03-31,2012,3,0
NER,2012-04-30,2012,4,0
NER,2012-05-31,2012,5,0
NER,2012-06-30,2012,6,0
NER,2012-07-31,2012,7,0
NER,2012-08-31,2012,8,0
NER,2012-09-30,2012,9,0
NER,2012-10-31,2012,10,0
NER,2012-11-30,2012,11,0
NER,2012-12-31,2012,12,0
NER,2013-01-31,2013,1,0
NER,2013-02-28,2013,2,0
NER,2013-03-31,2013,3,0
NER,2013-04-30,2013,4,0
NER,2013-05-31,2013,5,0
NER,2013-06-30,2013,6,0
NER,2013-07-31,2013,7,0
NER,2013-08-31,2013,8,0
NER,2013-09-30,2013,9,0
NER,2013-10-31,2013,10,0
NER,2013-11-30,2013,11,0
NER,2013-12-31,2013,12,0
NER,2014-01-31,2014,1,0
NER,2014-02-28,2014,2,0
NER,2014-03-31,2014,3,0
NER,2014-04-30,2014,4,0
NER,2014-05-31,2014,5,0
NER,2014-06-30,2014,6,0
NER,2014-07-31,2014,7,0
NER,2014-08-31,2014,8,0
NER,2014-09-30,2014,9,0
NER,2014-10-31,2014,10,0
NER,2014-11-30,2014,11,0
NER,2014-12-31,2014,12,0
NER,2015-01-31,2015,1,0
NER,2015-02-28,2015,2,0
NER,2015-03-31,2015,3,0
NER,2015-04-30,2015,4,0
NER,2015-05-31,2015,5,0
NER,2015-06-30,2015,6,0
NER,2015-07-31,2015,7,0
NER,2015-08-31,2015,8,0
NER,2015-09-30,2015,9,0
NER,2015-10-31,2015,10,0
NER,2015-11-30,2015,11,0
NER,2015-12-31,2015,12,0
NER,2016-01-31,2016,1,0
NER,2016-02-29,2016,2,0
NER,2016-03-31,2016,3,0
NER,2016-04-30,2016,4,0
NER,2016-05-31,2016,5,0
NER,2016-06-30,2016,6,0
NER,2016-07-31,2016,7,0
NER,2016-08-31,2016,8,0
NER,2016-09-30,2016,9,0
NER,2016-10-31,2016,10,0
NER,2016-11-30,2016,11,0
NER,2016-12-31,2016,12,0
NGA,1990-01-31,1990,1,0
NGA,1990-02-28,1990,2,0
NGA,1990-03-31,1990,3,0
NGA,1990-04-30,1990,4,0
NGA,1990-05-31,1990,5,0
NGA,1990-06-30,1990,6,0
NGA,1990-07-31,1990,7,0
NGA,1990-08-31,1990,8,0
NGA,1990-09-30,1990,9,0
NGA,1990-10-31,1990,10,0
NGA,1990-11-30,1990,11,0
NGA,1990-12-31,1990,12,0
NGA,1991-01-31,1991,1,0
NGA,1991-02-28,1991,2,0
NGA,1991-03-31,1991,3,0
NGA,1991-04-30,1991,4,0
NGA,1991-05-31,1991,5,0
NGA,1991-06-30,1991,6,0
NGA,1991-07-31,1991,7,0
NGA,1991-08-31,1991,8,0
NGA,1991-09-30,1991,9,0
NGA,1991-10-31,1991,10,0
NGA,1991-11-30,1991,11,0
NGA,1991-12-31,1991,12,0
NGA,1992-01-31,1992,1,0
NGA,1992-02-29,1992,2,0
NGA,1992-03-31,1992,3,0
NGA,1992-04-30,1992,4,0
NGA,1992-05-31,1992,5,0
NGA,1992-06-30,1992,6,0
NGA,1992-07-31,1992,7,0
NGA,1992-08-31,1992,8,0
NGA,1992-09-30,1992,9,0
NGA,1992-10-31,1992,10,0
NGA,1992-11-30,1992,11,0
NGA,1992-12-31,1992,12,0
NGA,1993-01-31,1993,1,0
NGA,1993-02-28,1993,2,0
NGA,1993-03-31,1993,3,0
NGA,1993-04-30,1993,4,0
NGA,1993-05-31,1993,5,0
NGA,1993-06-30,1993,6,0
NGA,1993-07-31,1993,7,0
NGA,1993-08-31,1993,8,0
NGA,1993-09-30,1993,9,0
NGA,1993-10-31,1993,10,0
NGA,1993-11-30,1993,11,0
NGA,1993-12-31,1993,12,0
NGA,1994-01-31,1994,1,0
NGA,1994-02-28,1994,2,0
NGA,1994-03-31,1994,3,0
NGA,1994-04-30,1994,4,0
NGA,1994-05-31,1994,5,0
NGA,1994-06-30,1994,6,0
NGA,1994-07-31,1994,7,0
NGA,1994-08-31,1994,8,0
NGA,1994-09-30,1994,9,0
NGA,1994-10-31,1994,10,0
NGA,1994-11-30,1994,11,0
NGA,1994-12-31,1994,12,0
NGA,1995-01-31,1995,1,0
NGA,1995-02-28,1995,2,0
NGA,1995-03-31,1995,3,0
NGA,1995-04-30,1995,4,0
NGA,1995-05-31,1995,5,0
NGA,1995-06-30,1995,6,0
NGA,1995-07-31,1995,7,0
NGA,1995-08-31,1995,8,0
NGA,1995-09-30,1995,9,0
NGA,1995-10-31,1995,10,0
NGA,1995-11-30,1995,11,0
NGA,1995-12-31,1995,12,0
NGA,1996-01-31,1996,1,1
NGA,1996-02-29,1996,2,1
NGA,1996-03-31,1996,3,1
NGA,1996-04-30,1996,4,1
NGA,1996-05-31,1996,5,1
NGA,1996-06-30,1996,6,1
NGA,1996-07-31,1996,7,1
NGA,1996-08-31,1996,8,1
NGA,1996-09-30,1996,9,1
NGA,1996-10-31,1996,10,1
NGA,1996-11-30,1996,11,1
NGA,1996-12-31,1996,12,1
NGA,1997-01-31,1997,1,0
NGA,1997-02-28,1997,2,0
NGA,1997-03-31,1997,3,0
NGA,1997-04-30,1997,4,0
NGA,1997-05-31,1997,5,0
NGA,1997-06-30,1997,6,0
NGA,1997-07-31,1997,7,0
NGA,1997-08-31,1997,8,0
NGA,1997-09-30,1997,9,0
NGA,1997-10-31,1997,10,0
NGA,1997-11-30,1997,11,0
NGA,1997-12-31,1997,12,0
NGA,1998-01-31,1998,1,0
NGA,1998-02-28,1998,2,0
NGA,1998-03-31,1998,3,0
NGA,1998-04-30,1998,4,0
NGA,1998-05-31,1998,5,0
NGA,1998-06-30,1998,6,0
NGA,1998-07-31,1998,7,0
NGA,1998-08-31,1998,8,0
NGA,1998-09-30,1998,9,0
NGA,1998-10-31,1998,10,0
NGA,1998-11-30,1998,11,0
NGA,1998-12-31,1998,12,0
NGA,1999-01-31,1999,1,0
NGA,1999-02-28,1999,2,0
NGA,1999-03-31,1999,3,0
NGA,1999-04-30,1999,4,0
NGA,1999-05-31,1999,5,0
NGA,1999-06-30,1999,6,0
